TIME - 14:49:33.685 | INFO  | utility.ExcelUtility :- Excel Workbook Opened.
TIME - 13:24:40.944 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 13:24:42.367 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 13:24:44.690 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 13:24:44.751 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 13:24:44.878 | INFO  | utility.ReusableFunctions :- Input value - locked_out_user was provided to the element.
TIME - 13:24:44.984 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 13:24:45.033 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 13:24:49.033 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 13:25:09.410 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 13:25:10.037 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 13:25:10.103 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 13:25:10.104 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 13:25:11.251 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 13:25:12.477 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 13:25:14.822 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 13:25:14.854 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 13:25:14.975 | INFO  | utility.ReusableFunctions :- Input value - problem_user was provided to the element.
TIME - 13:25:15.078 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 13:25:15.190 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 13:25:19.193 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 13:25:19.224 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 13:25:19.602 | INFO  | testLogic.TL_Login :- User has LOGGED IN to the application using Username -  problem_user and Password - secret_sauce
TIME - 13:25:21.604 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 13:25:21.752 | INFO  | utility.ReusableFunctions :- User has hovered the mouse on the preferred element.
TIME - 13:25:23.753 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 13:25:23.811 | INFO  | utility.ReusableFunctions :- User has clicked on the element visible after mouse is hovered on it.
TIME - 13:25:23.924 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 13:25:25.927 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 13:25:25.954 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 13:25:26.273 | INFO  | testLogic.TL_Login :- User has successfully logged out of the application.
TIME - 13:25:26.274 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 13:25:26.920 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 13:25:26.954 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 13:25:26.954 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 13:25:28.125 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 13:25:30.200 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 13:25:32.524 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 13:25:32.567 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 13:25:32.690 | INFO  | utility.ReusableFunctions :- Input value - performance_glitch_user was provided to the element.
TIME - 13:25:32.805 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 13:25:37.896 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 13:25:41.897 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 13:25:41.925 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 13:25:42.342 | INFO  | testLogic.TL_Login :- User has LOGGED IN to the application using Username -  performance_glitch_user and Password - secret_sauce
TIME - 13:25:44.344 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 13:25:44.471 | INFO  | utility.ReusableFunctions :- User has hovered the mouse on the preferred element.
TIME - 13:25:46.473 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 13:25:46.559 | INFO  | utility.ReusableFunctions :- User has clicked on the element visible after mouse is hovered on it.
TIME - 13:25:46.665 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 13:25:48.667 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 13:25:48.695 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 13:25:49.004 | INFO  | testLogic.TL_Login :- User has successfully logged out of the application.
TIME - 13:25:49.005 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 13:25:49.642 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 13:25:49.692 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 13:25:49.693 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 13:25:50.866 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 13:25:51.534 | INFO  | testSets.TS_LoginTest :- Inside the @Test method
TIME - 13:25:52.118 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 13:25:54.487 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 13:25:54.529 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 13:25:54.668 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 13:25:54.807 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 13:25:54.927 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 13:25:58.928 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 13:25:58.972 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 13:25:59.432 | INFO  | testLogic.TL_Login :- User has LOGGED IN to the application using Username -  standard_user and Password - secret_sauce
TIME - 13:26:01.433 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 13:26:01.564 | INFO  | utility.ReusableFunctions :- User has hovered the mouse on the preferred element.
TIME - 13:26:03.566 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 13:26:03.620 | INFO  | utility.ReusableFunctions :- User has clicked on the element visible after mouse is hovered on it.
TIME - 13:26:03.691 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 13:26:05.693 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 13:26:05.728 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 13:26:06.043 | INFO  | testLogic.TL_Login :- User has successfully logged out of the application.
TIME - 13:26:06.177 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 13:26:06.827 | INFO  | base.BaseClass :- Driver QUIT operation performed.
