TIME - 00:17:08.770 | INFO  | utility.ExcelUtility :- Excel Workbook Opened.
TIME - 00:26:47.289 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:26:49.876 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:26:50.049 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:26:50.290 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:26:50.440 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 00:26:50.473 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:26:51.057 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:26:51.194 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 00:26:51.378 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:26:51.744 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:26:51.847 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:26:55.381 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:26:55.848 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:27:32.312 | DEBUG | testSets.TS_LogsCheck :- Debug Logged message.
TIME - 00:27:32.312 | INFO  | testSets.TS_LogsCheck :- Info Logged message.
TIME - 00:27:32.313 | TRACE | testSets.TS_LogsCheck :- Trace Logged message.
TIME - 00:27:32.314 | WARN  | testSets.TS_LogsCheck :- Warning Logged message.
TIME - 00:27:32.314 | ERROR | testSets.TS_LogsCheck :- Error Logged message.
TIME - 00:27:32.315 | FATAL | testSets.TS_LogsCheck :- Fatal Logged message.
TIME - 00:27:49.811 | INFO  | utility.ExcelUtility :- Excel Workbook Opened.
TIME - 00:27:49.815 | INFO  | utility.ExcelUtility :- File Path of excel - C:\Users\The Unknown Guy\WebAutomationFramework\WebApplicationTestingFramework\testdata\\ExcelTestData.xlsx
TIME - 00:27:49.815 | INFO  | utility.ExcelUtility :- Excel Sheet name - Sheet1
TIME - 00:27:49.854 | INFO  | utility.ExcelUtility :- Number of Rows in the excel - 5
TIME - 00:27:49.854 | INFO  | utility.ExcelUtility :- Number of Columns in the excel - 2
TIME - 00:27:49.862 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:27:49.863 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:27:49.867 | INFO  | utility.ExcelUtility :- Getting data from Excel in a 2D Array.
TIME - 00:27:49.869 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:27:49.870 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:27:52.993 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:27:52.993 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:27:54.353 | INFO  | testSets.TS_LoginTest :- Inside the @Test method
TIME - 00:27:57.131 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:27:57.143 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:27:59.769 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:27:59.973 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:28:00.277 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:28:00.441 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 00:28:00.469 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:28:00.900 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:28:01.015 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 00:28:01.154 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:28:01.403 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:28:01.460 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:28:05.156 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:28:05.463 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:28:45.925 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:28:46.580 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:28:47.223 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:28:47.223 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:28:48.198 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:28:48.199 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:28:48.216 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:28:48.216 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:28:50.767 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:28:51.126 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:28:53.228 | INFO  | testSets.TS_LoginTest :- Inside the @Test method
TIME - 00:28:54.599 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:28:55.079 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:28:57.098 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:28:57.245 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:28:57.548 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:28:57.708 | INFO  | utility.ReusableFunctions :- Input value - locked_out_user was provided to the element.
TIME - 00:28:57.824 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:28:58.251 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:28:58.409 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 00:28:58.511 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:28:58.822 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:28:58.883 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:29:02.512 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:29:02.885 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:29:45.034 | INFO  | utility.ExcelUtility :- Excel Workbook Opened.
TIME - 00:29:45.039 | INFO  | utility.ExcelUtility :- File Path of excel - C:\Users\The Unknown Guy\WebAutomationFramework\WebApplicationTestingFramework\testdata\\ExcelTestData.xlsx
TIME - 00:29:45.040 | INFO  | utility.ExcelUtility :- Excel Sheet name - Sheet1
TIME - 00:29:45.108 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:29:45.108 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:29:47.875 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:29:48.905 | INFO  | testSets.TS_LoginTest :- Inside the @Test method
TIME - 00:29:50.065 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:29:52.527 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:29:52.716 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:29:53.189 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 00:29:53.644 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:29:54.008 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:29:58.010 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:29:58.157 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 00:29:59.111 | INFO  | testLogic.TL_Login :- User has LOGGED IN to the application using Username -  standard_user and Password - secret_sauce
TIME - 00:30:01.113 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:30:01.256 | INFO  | utility.ReusableFunctions :- User has hovered the mouse on the preferred element.
TIME - 00:30:03.256 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:30:03.307 | INFO  | utility.ReusableFunctions :- User has clicked on the element visible after mouse is hovered on it.
TIME - 00:30:03.428 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:30:05.431 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:30:05.520 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 00:30:05.953 | INFO  | testLogic.TL_Login :- User has successfully logged out of the application.
TIME - 00:30:05.961 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:30:06.765 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:30:07.616 | INFO  | utility.ExcelUtility :- Number of Rows in the excel - 5
TIME - 00:30:07.616 | INFO  | utility.ExcelUtility :- Number of Columns in the excel - 2
TIME - 00:30:07.648 | INFO  | utility.ExcelUtility :- Getting data from Excel in a 2D Array.
TIME - 00:30:07.651 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:30:07.651 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:30:09.392 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:30:11.333 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:30:13.889 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:30:13.995 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:30:14.418 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 00:30:14.812 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:30:15.157 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:30:19.159 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:30:19.227 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 00:30:19.974 | INFO  | testLogic.TL_Login :- User has LOGGED IN to the application using Username -  standard_user and Password - secret_sauce
TIME - 00:30:19.978 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:30:21.171 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:30:21.355 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:30:21.356 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:30:23.343 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:30:24.965 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:30:27.574 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:30:27.672 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:30:28.112 | INFO  | utility.ReusableFunctions :- Input value - locked_out_user was provided to the element.
TIME - 00:30:28.277 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:30:28.387 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:30:32.389 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:30:44.459 | INFO  | utility.ExcelUtility :- Excel Workbook Opened.
TIME - 00:30:44.463 | INFO  | utility.ExcelUtility :- File Path of excel - C:\Users\The Unknown Guy\WebAutomationFramework\WebApplicationTestingFramework\testdata\\ExcelTestData.xlsx
TIME - 00:30:44.463 | INFO  | utility.ExcelUtility :- Excel Sheet name - Sheet1
TIME - 00:30:44.534 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:30:44.536 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:30:47.601 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:30:48.544 | INFO  | testSets.TS_LoginTest :- Inside the @Test method
TIME - 00:30:49.760 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:30:52.294 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:30:52.486 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:30:52.975 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 00:30:53.380 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:30:53.566 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:30:57.568 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:30:57.622 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 00:30:58.127 | INFO  | testLogic.TL_Login :- User has LOGGED IN to the application using Username -  standard_user and Password - secret_sauce
TIME - 00:31:00.129 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:31:00.308 | INFO  | utility.ReusableFunctions :- User has hovered the mouse on the preferred element.
TIME - 00:31:11.609 | INFO  | utility.ExcelUtility :- Excel Workbook Opened.
TIME - 00:31:11.613 | INFO  | utility.ExcelUtility :- File Path of excel - C:\Users\The Unknown Guy\WebAutomationFramework\WebApplicationTestingFramework\testdata\\ExcelTestData.xlsx
TIME - 00:31:11.613 | INFO  | utility.ExcelUtility :- Excel Sheet name - Sheet1
TIME - 00:31:11.671 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:31:11.672 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:31:14.397 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:31:15.347 | INFO  | testSets.TS_LoginTest :- Inside the @Test method
TIME - 00:31:16.743 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:31:19.247 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:31:19.471 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:31:19.937 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 00:31:20.336 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:31:20.700 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:31:24.701 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:31:24.783 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 00:31:25.799 | INFO  | testLogic.TL_Login :- User has LOGGED IN to the application using Username -  standard_user and Password - secret_sauce
TIME - 00:31:27.802 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:49:05.582 | INFO  | utility.ExcelUtility :- Excel Workbook Opened.
TIME - 00:49:05.586 | INFO  | utility.ExcelUtility :- File Path of excel - C:\Users\The Unknown Guy\WebAutomationFramework\WebApplicationTestingFramework\testdata\\ExcelTestData.xlsx
TIME - 00:49:05.586 | INFO  | utility.ExcelUtility :- Excel Sheet name - Sheet1
TIME - 00:49:05.631 | INFO  | utility.ExcelUtility :- Number of Rows in the excel - 5
TIME - 00:49:05.632 | INFO  | utility.ExcelUtility :- Number of Columns in the excel - 2
TIME - 00:49:05.642 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:49:05.643 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:49:05.649 | INFO  | utility.ExcelUtility :- Getting data from Excel in a 2D Array.
TIME - 00:49:05.652 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:49:05.652 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:49:09.948 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:49:09.948 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:49:12.204 | INFO  | testSets.TS_LoginTest :- Inside the @Test method
TIME - 00:49:14.528 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:49:14.537 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:49:17.047 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:49:17.234 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:49:17.397 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:49:17.593 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:49:17.667 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 00:49:18.054 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 00:49:18.218 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:49:18.415 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:49:19.029 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:49:19.829 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:49:20.397 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:49:20.397 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:49:22.401 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:49:22.416 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:49:23.157 | INFO  | testSets.TS_LoginTest :- Inside the @Test method
TIME - 00:49:23.710 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:49:25.740 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:49:26.165 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:49:26.166 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:49:27.725 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:49:29.417 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:49:30.453 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:49:31.859 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:49:31.967 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:55:03.266 | INFO  | utility.ExcelUtility :- Excel Workbook Opened.
TIME - 00:55:03.269 | INFO  | utility.ExcelUtility :- File Path of excel - C:\Users\The Unknown Guy\WebAutomationFramework\WebApplicationTestingFramework\testdata\\ExcelTestData.xlsx
TIME - 00:55:03.269 | INFO  | utility.ExcelUtility :- Excel Sheet name - Sheet1
TIME - 00:55:03.315 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:55:03.315 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:55:06.378 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:55:07.135 | INFO  | testSets.TS_LoginTest :- Inside the @Test method
TIME - 00:55:10.095 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:55:12.582 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:55:12.755 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:55:13.269 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 00:55:13.687 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:55:14.058 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:55:18.060 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:55:18.110 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 00:55:18.607 | INFO  | testLogic.TL_Login :- User has LOGGED IN to the application using Username -  standard_user and Password - secret_sauce
TIME - 00:55:20.609 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:55:20.771 | INFO  | utility.ReusableFunctions :- User has hovered the mouse on the preferred element.
TIME - 00:55:22.772 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:55:22.896 | INFO  | utility.ReusableFunctions :- User has clicked on the element visible after mouse is hovered on it.
TIME - 00:55:23.056 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:55:25.057 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:55:25.135 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 00:55:25.652 | INFO  | testLogic.TL_Login :- User has successfully logged out of the application.
TIME - 00:55:25.655 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:55:26.350 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:55:26.774 | INFO  | utility.ExcelUtility :- Number of Rows in the excel - 5
TIME - 00:55:26.774 | INFO  | utility.ExcelUtility :- Number of Columns in the excel - 2
TIME - 00:55:26.786 | INFO  | utility.ExcelUtility :- Getting data from Excel in a 2D Array.
TIME - 00:55:26.788 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:55:26.788 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:55:28.260 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:55:29.973 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:55:32.519 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:55:32.617 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:55:33.046 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 00:55:33.324 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:55:33.555 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:55:37.557 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 4 seconds.
TIME - 00:55:37.654 | INFO  | utility.ReusableFunctions :- Element is Displayed on the Webpage
TIME - 00:55:38.590 | INFO  | testLogic.TL_Login :- User has LOGGED IN to the application using Username -  standard_user and Password - secret_sauce
TIME - 00:55:38.592 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:55:39.377 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:55:39.613 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:55:39.614 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:55:41.239 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:55:43.078 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:57:41.137 | INFO  | utility.ExcelUtility :- Excel Workbook Opened.
TIME - 00:57:41.140 | INFO  | utility.ExcelUtility :- File Path of excel - C:\Users\The Unknown Guy\WebAutomationFramework\WebApplicationTestingFramework\testdata\\ExcelTestData.xlsx
TIME - 00:57:41.140 | INFO  | utility.ExcelUtility :- Excel Sheet name - Sheet1
TIME - 00:57:41.195 | INFO  | utility.ExcelUtility :- Excel Workbook Opened.
TIME - 00:57:41.196 | INFO  | utility.ExcelUtility :- File Path of excel - C:\Users\The Unknown Guy\WebAutomationFramework\WebApplicationTestingFramework\testdata\\ExcelTestData.xlsx
TIME - 00:57:41.196 | INFO  | utility.ExcelUtility :- Excel Sheet name - Sheet1
TIME - 00:57:41.227 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:57:41.228 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:57:41.303 | INFO  | testSets.TS_LoginTest :- Inside the SetUp()/@BeforeMethod method
TIME - 00:57:41.305 | INFO  | base.BaseClass :- Data read from the projectConfiguration.properties file.
TIME - 00:57:44.619 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:57:44.619 | INFO  | base.BaseClass :- Chrome Browser is opened.
TIME - 00:57:46.212 | INFO  | testSets.TS_LoginTest :- Inside the @Test method
TIME - 00:57:46.214 | INFO  | testSets.TS_LoginTest :- Inside the @Test method
TIME - 00:57:47.460 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:57:47.465 | INFO  | base.BaseClass :- Driver navigated to the URL -> https://www.saucedemo.com/
TIME - 00:57:49.967 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:57:50.033 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:57:50.298 | INFO  | utility.ReusableFunctions :- Input value - standard_user was provided to the element.
TIME - 00:57:50.361 | INFO  | utility.ReusableFunctions :- Applying some Wait on the WebDriver. Wait = 2 seconds.
TIME - 00:57:50.516 | INFO  | utility.ReusableFunctions :- WaitUntilElementFound - 10 seconds wait period, Element found on the webpage
TIME - 00:57:50.576 | INFO  | utility.ReusableFunctions :- Input value - secret_sauce was provided to the element.
TIME - 00:57:50.749 | INFO  | utility.ReusableFunctions :- Clicked operation was performed on the element.
TIME - 00:57:51.429 | INFO  | testSets.TS_LoginTest :- Inside the TearDown()/@AfterMethod method
TIME - 00:57:52.181 | INFO  | base.BaseClass :- Driver QUIT operation performed.
TIME - 00:57:52.648 | INFO  | utility.ExcelUtility :- Number of Rows in the excel - 5
